StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month,StateName_clean,DistrictName_clean,BlockName_clean,Sector_clean,Category_clean,Crop_clean,QueryType_clean,QueryText_clean,KccAns_clean,CreatedOn_clean,combined_clean_text,language,structure,chunks
MAHARASHTRA,AKOLA,TELHARA,,AGRICULTURE,Others,Others,Government Schemes,asked about farm  borewell ,तलाठ्याकडून नोंद करून घ्या ,2025-05-03T18:13:23.68,2025,5,MAHARASHTRA,AKOLA,TELHARA,AGRICULTURE,Others,Others,Government Schemes,asked about farm borewell,तलाठ्याकडून नोंद करून घ्या,2025-05-03T18:13:23.68,MAHARASHTRA AKOLA TELHARA AGRICULTURE Others Others Government Schemes asked about farm borewell तलाठ्याकडून नोंद करून घ्या 2025-05-03T18:13:23.68,en,Doc,['MAHARASHTRA']
MAHARASHTRA,AKOLA,AKOLA,,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MUSHROOM PROJECT AGRICULTURE COLLEGE PUNE ?,अळिंबी प्रकल्प कृषी महाविद्यालय पुणे -०२० २५५३७०३३ /०३८ ,2025-05-05T13:25:36.917,2025,5,MAHARASHTRA,AKOLA,AKOLA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MUSHROOM PROJECT AGRICULTURE COLLEGE PUNE ?,अळिंबी प्रकल्प कृषी महाविद्यालय पुणे -०२० २५५३७०३३ /०३८,2025-05-05T13:25:36.917,MAHARASHTRA AKOLA AKOLA AGRICULTURE Others Others Government Schemes FARMER ASKED ABOUT MUSHROOM PROJECT AGRICULTURE COLLEGE PUNE ? अळिंबी प्रकल्प कृषी महाविद्यालय पुणे -०२० २५५३७०३३ /०३८ 2025-05-05T13:25:36.917,en,Doc,['MAHARASHTRA']
MAHARASHTRA,AKOLA,PATUR,,HORTICULTURE,Condiments and Spices,Turmeric,Cultural Practices,FARMER ASKED ABOUT SOWING TIME OF TURMERIC CROP? ,हळद पिकाची लागवड 15 मे ते जून चा पहिला आठवडा या कालावधीमध्ये करावी धन्यवाद!,2025-05-06T15:15:46.443,2025,5,MAHARASHTRA,AKOLA,PATUR,HORTICULTURE,Condiments and Spices,Turmeric,Cultural Practices,FARMER ASKED ABOUT SOWING TIME OF TURMERIC CROP?,हळद पिकाची लागवड 15 मे ते जून चा पहिला आठवडा या कालावधीमध्ये करावी धन्यवाद!,2025-05-06T15:15:46.443,MAHARASHTRA AKOLA PATUR HORTICULTURE Condiments and Spices Turmeric Cultural Practices FARMER ASKED ABOUT SOWING TIME OF TURMERIC CROP? हळद पिकाची लागवड 15 मे ते जून चा पहिला आठवडा या कालावधीमध्ये करावी धन्यवाद! 2025-05-06T15:15:46.443,en,Doc,['MAHARASHTRA']
MAHARASHTRA,AKOLA,PATUR,,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,farmer asked sowing time of cotton ?,कापूस पिकाची लागवड 15 मे नंतर ना आपण करू शकतात धन्यवाद,2025-05-13T19:23:43.273,2025,5,MAHARASHTRA,AKOLA,PATUR,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,farmer asked sowing time of cotton ?,कापूस पिकाची लागवड 15 मे नंतर ना आपण करू शकतात धन्यवाद,2025-05-13T19:23:43.273,MAHARASHTRA AKOLA PATUR AGRICULTURE Fiber Crops Cotton (Kapas) Sowing Time and Weather farmer asked sowing time of cotton ? कापूस पिकाची लागवड 15 मे नंतर ना आपण करू शकतात धन्यवाद 2025-05-13T19:23:43.273,en,Doc,['MAHARASHTRA']
MAHARASHTRA,AKOLA,AKOLA,,AGRICULTURE,Others,Others,Government Schemes,farmer asked query about Marathwada Agriculture University-Parbhani Helpline No.?,"वसंतराव नाईक मराठवाडा कृषी विद्यापीठ, परभणी
(०२४५२) २२३८०१. धन्यवाद.",2025-05-16T12:18:17.977,2025,5,MAHARASHTRA,AKOLA,AKOLA,AGRICULTURE,Others,Others,Government Schemes,farmer asked query about Marathwada Agriculture University-Parbhani Helpline No.?,"वसंतराव नाईक मराठवाडा कृषी विद्यापीठ, परभणी (०२४५२) २२३८०१. धन्यवाद.",2025-05-16T12:18:17.977,"MAHARASHTRA AKOLA AKOLA AGRICULTURE Others Others Government Schemes farmer asked query about Marathwada Agriculture University-Parbhani Helpline No.? वसंतराव नाईक मराठवाडा कृषी विद्यापीठ, परभणी (०२४५२) २२३८०१. धन्यवाद. 2025-05-16T12:18:17.977",en,Doc,['MAHARASHTRA']
MAHARASHTRA,AKOLA,BARSHITAKLI,,AGRICULTURE,Fiber Crops,Cotton (Kapas),Varieties,FARMER ASKED ABOUT COTTON VARITYA ? ,". अजित १५५ ,राशी (RCH ७७९)    ,महिको जंगी  ,राशी (RCH ६५९)                                                          ",2025-05-21T13:31:46.99,2025,5,MAHARASHTRA,AKOLA,BARSHITAKLI,AGRICULTURE,Fiber Crops,Cotton (Kapas),Varieties,FARMER ASKED ABOUT COTTON VARITYA ?,". अजित १५५ ,राशी (RCH ७७९) ,महिको जंगी ,राशी (RCH ६५९)",2025-05-21T13:31:46.99,"MAHARASHTRA AKOLA BARSHITAKLI AGRICULTURE Fiber Crops Cotton (Kapas) Varieties FARMER ASKED ABOUT COTTON VARITYA ? . अजित १५५ ,राशी (RCH ७७९) ,महिको जंगी ,राशी (RCH ६५९) 2025-05-21T13:31:46.99",en,Doc,['MAHARASHTRA']
MAHARASHTRA,AKOLA,PATUR,,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Post Harvest Preservation,What to do to increase the size of the bean pods ?,"भुईमुगाच्या शेंगा  पोसण्या साठी  डीएपी  1 ,जिप्सम 100 kg एकरी द्यावे लागते .",2025-05-06T10:18:14.637,2025,5,MAHARASHTRA,AKOLA,PATUR,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Post Harvest Preservation,What to do to increase the size of the bean pods ?,"भुईमुगाच्या शेंगा पोसण्या साठी डीएपी 1 ,जिप्सम 100 kg एकरी द्यावे लागते .",2025-05-06T10:18:14.637,"MAHARASHTRA AKOLA PATUR AGRICULTURE Oilseeds Groundnut (pea nut/mung phalli) Post Harvest Preservation What to do to increase the size of the bean pods ? भुईमुगाच्या शेंगा पोसण्या साठी डीएपी 1 ,जिप्सम 100 kg एकरी द्यावे लागते . 2025-05-06T10:18:14.637",en,Doc,['MAHARASHTRA']
MAHARASHTRA,AKOLA,BARSHITAKLI,,HORTICULTURE,Vegetables,Brinjal,Seeds and Planting Material,ASKED ABOUT VARIETY OF BRINJAL CROP ?,"वांगी वान  - मांजरी गोटा ,  वैशाली",2025-05-08T20:40:03.423,2025,5,MAHARASHTRA,AKOLA,BARSHITAKLI,HORTICULTURE,Vegetables,Brinjal,Seeds and Planting Material,ASKED ABOUT VARIETY OF BRINJAL CROP ?,"वांगी वान - मांजरी गोटा , वैशाली",2025-05-08T20:40:03.423,"MAHARASHTRA AKOLA BARSHITAKLI HORTICULTURE Vegetables Brinjal Seeds and Planting Material ASKED ABOUT VARIETY OF BRINJAL CROP ? वांगी वान - मांजरी गोटा , वैशाली 2025-05-08T20:40:03.423",en,Doc,['MAHARASHTRA']
MAHARASHTRA,AKOLA,PATUR,,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,Farmer asked about planting of okra crop ?,भेंडी पिकाचे लागवड बियाणे टोपण करून करावी धन्यवाद,2025-05-10T19:24:27.657,2025,5,MAHARASHTRA,AKOLA,PATUR,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,Farmer asked about planting of okra crop ?,भेंडी पिकाचे लागवड बियाणे टोपण करून करावी धन्यवाद,2025-05-10T19:24:27.657,MAHARASHTRA AKOLA PATUR HORTICULTURE Vegetables Bhindi(Okra/Ladysfinger) Cultural Practices Farmer asked about planting of okra crop ? भेंडी पिकाचे लागवड बियाणे टोपण करून करावी धन्यवाद 2025-05-10T19:24:27.657,en,Doc,['MAHARASHTRA']
MAHARASHTRA,AKOLA,AKOLA,,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Varieties,FARMER ASKED ABOUT DR PANJABRAO DESHMUKH AGRICULTURE UNIVERSITY AKOLA  CONTACT NUMBER ?,"डॉ पंजाबराव देशमुख कृषी विद्यापीठ अकोला - ०७२४ २२५ ८३७२ 

",2025-05-12T16:03:32.6,2025,5,MAHARASHTRA,AKOLA,AKOLA,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Varieties,FARMER ASKED ABOUT DR PANJABRAO DESHMUKH AGRICULTURE UNIVERSITY AKOLA CONTACT NUMBER ?,डॉ पंजाबराव देशमुख कृषी विद्यापीठ अकोला - ०७२४ २२५ ८३७२,2025-05-12T16:03:32.6,MAHARASHTRA AKOLA AKOLA AGRICULTURE Pulses Pigeon pea (red gram/arhar/tur) Varieties FARMER ASKED ABOUT DR PANJABRAO DESHMUKH AGRICULTURE UNIVERSITY AKOLA CONTACT NUMBER ? डॉ पंजाबराव देशमुख कृषी विद्यापीठ अकोला - ०७२४ २२५ ८३७२ 2025-05-12T16:03:32.6,en,Doc,['MAHARASHTRA']
MAHARASHTRA,AKOLA,PATUR,,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Market Information,Farmer Asked About Groundnut market price Nagpur Market Committee ?,"भुईमूग बाजार भाव नागपूर बाजार समिती -  कमीत कमी - 5000 रुपये ,
जास्तीत जास्त -5700 रुपये ,
सरासरी बाजारभाव - 5350 रुपये धन्यवाद !
",2025-05-20T16:07:30.873,2025,5,MAHARASHTRA,AKOLA,PATUR,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Market Information,Farmer Asked About Groundnut market price Nagpur Market Committee ?,"भुईमूग बाजार भाव नागपूर बाजार समिती - कमीत कमी - 5000 रुपये , जास्तीत जास्त -5700 रुपये , सरासरी बाजारभाव - 5350 रुपये धन्यवाद !",2025-05-20T16:07:30.873,"MAHARASHTRA AKOLA PATUR AGRICULTURE Oilseeds Groundnut (pea nut/mung phalli) Market Information Farmer Asked About Groundnut market price Nagpur Market Committee ? भुईमूग बाजार भाव नागपूर बाजार समिती - कमीत कमी - 5000 रुपये , जास्तीत जास्त -5700 रुपये , सरासरी बाजारभाव - 5350 रुपये धन्यवाद ! 2025-05-20T16:07:30.873",en,Doc,['MAHARASHTRA']
MAHARASHTRA,AKOLA,AKOLA,,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT AGRISTACK CONTACT NUMBER ?,अ‍ॅग्रिस्टॅक संपर्क क्रमांक -   020 25 712 712 ,2025-05-22T14:01:33.143,2025,5,MAHARASHTRA,AKOLA,AKOLA,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT AGRISTACK CONTACT NUMBER ?,अ‍ॅग्रिस्टॅक संपर्क क्रमांक - 020 25 712 712,2025-05-22T14:01:33.143,MAHARASHTRA AKOLA AKOLA AGRICULTURE Others Others Government Schemes ASKED ABOUT AGRISTACK CONTACT NUMBER ? अ‍ॅग्रिस्टॅक संपर्क क्रमांक - 020 25 712 712 2025-05-22T14:01:33.143,en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,MALEGAON,,AGRICULTURE,Others,Others,Government Schemes,asked about manrega contact info,"		MAHARASHTRA	S.R. Malpani	9604444777	022-22025349	
26	MAHARASHTRA	S.B. Dandge	7875391838
23	MAHARASHTRA	Abhay Tijare	9860252451		mahaefms2013[@]gmail[dot]com
24	MAHARASHTRA	Sunil Surya Rao	9987017231	",2025-05-03T15:48:03.637,2025,5,MAHARASHTRA,WASHIM,MALEGAON,AGRICULTURE,Others,Others,Government Schemes,asked about manrega contact info,MAHARASHTRA S.R. Malpani 9604444777 022-22025349 26 MAHARASHTRA S.B. Dandge 7875391838 23 MAHARASHTRA Abhay Tijare 9860252451 mahaefms2013[@]gmail[dot]com 24 MAHARASHTRA Sunil Surya Rao 9987017231,2025-05-03T15:48:03.637,MAHARASHTRA WASHIM MALEGAON AGRICULTURE Others Others Government Schemes asked about manrega contact info MAHARASHTRA S.R. Malpani 9604444777 022-22025349 26 MAHARASHTRA S.B. Dandge 7875391838 23 MAHARASHTRA Abhay Tijare 9860252451 mahaefms2013[@]gmail[dot]com 24 MAHARASHTRA Sunil Surya Rao 9987017231 2025-05-03T15:48:03.637,en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,MALEGAON,,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Crop Insurance,"Farmer asked not received PMFBY 2024, Tur crop insurance claim benefit  ?","प्रधानमंत्री फसल बीमा योजना 2024, तुर पिक विमा संदर्भात कृषी रक्षक पोर्टल 14 447 या नंबर वर संपर्क साधावा, धन्यवाद",2025-05-05T14:33:06.06,2025,5,MAHARASHTRA,WASHIM,MALEGAON,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Crop Insurance,"Farmer asked not received PMFBY 2024, Tur crop insurance claim benefit ?","प्रधानमंत्री फसल बीमा योजना 2024, तुर पिक विमा संदर्भात कृषी रक्षक पोर्टल 14 447 या नंबर वर संपर्क साधावा, धन्यवाद",2025-05-05T14:33:06.06,"MAHARASHTRA WASHIM MALEGAON AGRICULTURE Pulses Pigeon pea (red gram/arhar/tur) Crop Insurance Farmer asked not received PMFBY 2024, Tur crop insurance claim benefit ? प्रधानमंत्री फसल बीमा योजना 2024, तुर पिक विमा संदर्भात कृषी रक्षक पोर्टल 14 447 या नंबर वर संपर्क साधावा, धन्यवाद 2025-05-05T14:33:06.06",en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,MALEGAON,,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Market Information,Farmer asked query on Mandi details,तूर बाजारभाव  -  कमीत कमी -6300 जास्तीत जास्त -7570   सरासरी -7555   प्रति क्विंटल ,2025-05-11T06:47:27.367,2025,5,MAHARASHTRA,WASHIM,MALEGAON,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Market Information,Farmer asked query on Mandi details,तूर बाजारभाव - कमीत कमी -6300 जास्तीत जास्त -7570 सरासरी -7555 प्रति क्विंटल,2025-05-11T06:47:27.367,MAHARASHTRA WASHIM MALEGAON AGRICULTURE Pulses Pigeon pea (red gram/arhar/tur) Market Information Farmer asked query on Mandi details तूर बाजारभाव - कमीत कमी -6300 जास्तीत जास्त -7570 सरासरी -7555 प्रति क्विंटल 2025-05-11T06:47:27.367,en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,MALEGAON,,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Market Information,Farmer asked query on Mandi details,मूग  बाजारभाव   - कमीत कमी -१३०० जास्तीत जास्त -५५००    सरासरी -५४०१    प्रति क्विंटल ,2025-05-11T06:49:12.647,2025,5,MAHARASHTRA,WASHIM,MALEGAON,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Market Information,Farmer asked query on Mandi details,मूग बाजारभाव - कमीत कमी -१३०० जास्तीत जास्त -५५०० सरासरी -५४०१ प्रति क्विंटल,2025-05-11T06:49:12.647,MAHARASHTRA WASHIM MALEGAON AGRICULTURE Pulses Green Gram (Moong Bean/ Moong) Market Information Farmer asked query on Mandi details मूग बाजारभाव - कमीत कमी -१३०० जास्तीत जास्त -५५०० सरासरी -५४०१ प्रति क्विंटल 2025-05-11T06:49:12.647,en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,MALEGAON,,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Market Information,"Farmer asked about Market rate of Tur in Washim Market  ? 
","वाशिम तुर बाजार भाव- कमीत कमी - 6800 रु/क्विंटल, जास्तीत जास्त - 7400 रु/ क्विंटल, सरासरी - 7200 रु/ क्विंटल.धन्यवाद
",2025-05-12T18:40:19.21,2025,5,MAHARASHTRA,WASHIM,MALEGAON,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Market Information,Farmer asked about Market rate of Tur in Washim Market ?,"वाशिम तुर बाजार भाव- कमीत कमी - 6800 रु/क्विंटल, जास्तीत जास्त - 7400 रु/ क्विंटल, सरासरी - 7200 रु/ क्विंटल.धन्यवाद",2025-05-12T18:40:19.21,"MAHARASHTRA WASHIM MALEGAON AGRICULTURE Pulses Pigeon pea (red gram/arhar/tur) Market Information Farmer asked about Market rate of Tur in Washim Market ? वाशिम तुर बाजार भाव- कमीत कमी - 6800 रु/क्विंटल, जास्तीत जास्त - 7400 रु/ क्विंटल, सरासरी - 7200 रु/ क्विंटल.धन्यवाद 2025-05-12T18:40:19.21",en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,RISOD,,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED KVK NUMBER OF AKOLA?,"RDRF's Agricultural Science Centre, Seesa (Udegaon), Post: Dongargaon, Distt. Akola
RDRF चे कृषी विज्ञान केंद्र, सीसा (उदेगाव), पोस्ट: डोंगरगाव, ता.जि. अकोला-संपर्क माहिती फोन: 07038055655 ई-मेल: info@kvkakola.org 

",2025-05-18T21:53:47.37,2025,5,MAHARASHTRA,WASHIM,RISOD,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED KVK NUMBER OF AKOLA?,"RDRF's Agricultural Science Centre, Seesa (Udegaon), Post: Dongargaon, Distt. Akola RDRF चे कृषी विज्ञान केंद्र, सीसा (उदेगाव), पोस्ट: डोंगरगाव, ता.जि. अकोला-संपर्क माहिती फोन: 07038055655 ई-मेल: info@kvkakola.org",2025-05-18T21:53:47.37,"MAHARASHTRA WASHIM RISOD AGRICULTURE Others Others Government Schemes FARMER ASKED KVK NUMBER OF AKOLA? RDRF's Agricultural Science Centre, Seesa (Udegaon), Post: Dongargaon, Distt. Akola RDRF चे कृषी विज्ञान केंद्र, सीसा (उदेगाव), पोस्ट: डोंगरगाव, ता.जि. अकोला-संपर्क माहिती फोन: 07038055655 ई-मेल: info@kvkakola.org 2025-05-18T21:53:47.37",en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,WASHIM,,HORTICULTURE,Condiments and Spices,Turmeric,Market Information,Farmer asked about Hingoli Turmeric Market rate ? ,"•	हिंगोली बाजारपेठेचे  शेतमाल : हळद/ हळकुंड बाजार भाव- कमीत कमी-  11100	रु/क्विंटल, जास्तीत जास्त-13300	   रु/ क्विंटल, सरासरी- 12200   रु/ क्विंटल.धन्यवाद",2025-05-22T19:22:19.56,2025,5,MAHARASHTRA,WASHIM,WASHIM,HORTICULTURE,Condiments and Spices,Turmeric,Market Information,Farmer asked about Hingoli Turmeric Market rate ?,"• हिंगोली बाजारपेठेचे शेतमाल : हळद/ हळकुंड बाजार भाव- कमीत कमी- 11100 रु/क्विंटल, जास्तीत जास्त-13300 रु/ क्विंटल, सरासरी- 12200 रु/ क्विंटल.धन्यवाद",2025-05-22T19:22:19.56,"MAHARASHTRA WASHIM WASHIM HORTICULTURE Condiments and Spices Turmeric Market Information Farmer asked about Hingoli Turmeric Market rate ? • हिंगोली बाजारपेठेचे शेतमाल : हळद/ हळकुंड बाजार भाव- कमीत कमी- 11100 रु/क्विंटल, जास्तीत जास्त-13300 रु/ क्विंटल, सरासरी- 12200 रु/ क्विंटल.धन्यवाद 2025-05-22T19:22:19.56",en,Doc,['MAHARASHTRA']
MAHARASHTRA,NANDURBAR,SHAHADA,,HORTICULTURE,Fruits,Pomegranate,Seeds and Planting Material,Query about fruit quality ,किसान भाई अनार के फल की गुणवत्ता मुख्य रूप से प्रभेद पर निर्भर करती है | ,2025-05-21T07:43:14.513,2025,5,MAHARASHTRA,NANDURBAR,SHAHADA,HORTICULTURE,Fruits,Pomegranate,Seeds and Planting Material,Query about fruit quality,किसान भाई अनार के फल की गुणवत्ता मुख्य रूप से प्रभेद पर निर्भर करती है |,2025-05-21T07:43:14.513,MAHARASHTRA NANDURBAR SHAHADA HORTICULTURE Fruits Pomegranate Seeds and Planting Material Query about fruit quality किसान भाई अनार के फल की गुणवत्ता मुख्य रूप से प्रभेद पर निर्भर करती है | 2025-05-21T07:43:14.513,en,Doc,['MAHARASHTRA']
MAHARASHTRA,NANDURBAR,SHAHADA,,AGRICULTURE,Others,Others,Government Schemes,Solution already proposed,Solution already proposed,2025-05-21T15:17:26.623,2025,5,MAHARASHTRA,NANDURBAR,SHAHADA,AGRICULTURE,Others,Others,Government Schemes,Solution already proposed,Solution already proposed,2025-05-21T15:17:26.623,MAHARASHTRA NANDURBAR SHAHADA AGRICULTURE Others Others Government Schemes Solution already proposed Solution already proposed 2025-05-21T15:17:26.623,en,Doc,['MAHARASHTRA']
MAHARASHTRA,HINGOLI,HINGOLI,,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Seeds and Planting Material,FARMER ASKED ABOUT CULTIVATION OF OKRA AND ITS VARIETY,"भेंडी वाण -सरताज,शक्ती,राधिका, परभणी क्रांती आणि GVR २०९७",2025-05-11T12:32:48.033,2025,5,MAHARASHTRA,HINGOLI,HINGOLI,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Seeds and Planting Material,FARMER ASKED ABOUT CULTIVATION OF OKRA AND ITS VARIETY,"भेंडी वाण -सरताज,शक्ती,राधिका, परभणी क्रांती आणि GVR २०९७",2025-05-11T12:32:48.033,"MAHARASHTRA HINGOLI HINGOLI HORTICULTURE Vegetables Bhindi(Okra/Ladysfinger) Seeds and Planting Material FARMER ASKED ABOUT CULTIVATION OF OKRA AND ITS VARIETY भेंडी वाण -सरताज,शक्ती,राधिका, परभणी क्रांती आणि GVR २०९७ 2025-05-11T12:32:48.033",en,Doc,['MAHARASHTRA']
MAHARASHTRA,LATUR,RENAPUR,,AGRICULTURE,Oilseeds,Soybean (bhat),Crop Insurance,"Farmer asked about not receiving PMFBY 2024, Soybean crop insurance claim benefit ?","प्रधानमंत्री फसल बीमा योजना 2024 सोयाबीन पिक विमा संदर्भात अधिक माहितीसाठी कृषी रक्षक पोर्टल 14 447 या नंबर वर संपर्क साधावा, धन्यवाद",2025-05-05T16:42:00.837,2025,5,MAHARASHTRA,LATUR,RENAPUR,AGRICULTURE,Oilseeds,Soybean (bhat),Crop Insurance,"Farmer asked about not receiving PMFBY 2024, Soybean crop insurance claim benefit ?","प्रधानमंत्री फसल बीमा योजना 2024 सोयाबीन पिक विमा संदर्भात अधिक माहितीसाठी कृषी रक्षक पोर्टल 14 447 या नंबर वर संपर्क साधावा, धन्यवाद",2025-05-05T16:42:00.837,"MAHARASHTRA LATUR RENAPUR AGRICULTURE Oilseeds Soybean (bhat) Crop Insurance Farmer asked about not receiving PMFBY 2024, Soybean crop insurance claim benefit ? प्रधानमंत्री फसल बीमा योजना 2024 सोयाबीन पिक विमा संदर्भात अधिक माहितीसाठी कृषी रक्षक पोर्टल 14 447 या नंबर वर संपर्क साधावा, धन्यवाद 2025-05-05T16:42:00.837",en,Doc,['MAHARASHTRA']
MAHARASHTRA,LATUR,AUSA,,HORTICULTURE,Condiments and Spices,Coriander,	Plant Protection	,Farmer asked about larval attack on coriander crop ?,कोथिंबीर पिकावर ती हिरवी आळी आली असेल तर इमामेक्टिन बेन्झोएट ७ ग्राम व बायोविटा एक्स ३० मीली १५ लिटर पाण्यामध्ये एकत्रित करून फवारणी करावी धन्यवाद,2025-05-22T12:55:54.987,2025,5,MAHARASHTRA,LATUR,AUSA,HORTICULTURE,Condiments and Spices,Coriander,Plant Protection,Farmer asked about larval attack on coriander crop ?,कोथिंबीर पिकावर ती हिरवी आळी आली असेल तर इमामेक्टिन बेन्झोएट ७ ग्राम व बायोविटा एक्स ३० मीली १५ लिटर पाण्यामध्ये एकत्रित करून फवारणी करावी धन्यवाद,2025-05-22T12:55:54.987,MAHARASHTRA LATUR AUSA HORTICULTURE Condiments and Spices Coriander Plant Protection Farmer asked about larval attack on coriander crop ? कोथिंबीर पिकावर ती हिरवी आळी आली असेल तर इमामेक्टिन बेन्झोएट ७ ग्राम व बायोविटा एक्स ३० मीली १५ लिटर पाण्यामध्ये एकत्रित करून फवारणी करावी धन्यवाद 2025-05-22T12:55:54.987,en,Doc,['MAHARASHTRA']
MAHARASHTRA,NANDED,NAIGAON (KH),,AGRICULTURE,Others,Others,Fertilizer Use and Availability,Fertilizer spray for growth  for flower ?,ईसबियॉन ३० मिली /१५ लिटर पाण्यात घेवून फवारणी करावी  ,2025-05-02T07:04:45.857,2025,5,MAHARASHTRA,NANDED,NAIGAON (KH),AGRICULTURE,Others,Others,Fertilizer Use and Availability,Fertilizer spray for growth for flower ?,ईसबियॉन ३० मिली /१५ लिटर पाण्यात घेवून फवारणी करावी,2025-05-02T07:04:45.857,MAHARASHTRA NANDED NAIGAON (KH) AGRICULTURE Others Others Fertilizer Use and Availability Fertilizer spray for growth for flower ? ईसबियॉन ३० मिली /१५ लिटर पाण्यात घेवून फवारणी करावी 2025-05-02T07:04:45.857,en,Doc,['MAHARASHTRA']
MAHARASHTRA,NANDED,HIMAYATNAGAR,,HORTICULTURE,Condiments and Spices,Turmeric,Market Information,Nanded Market Committee Market Price of Turmeric,"हळदीचे नांदेड बाजार समिती बाजार भाव = कमीत कमी    12500 रुपये प्रति क्विंटल,
जास्तीत जास्त -14295 रुपये प्रति क्विंटल, 
सरासरी       - 13500 रुपये  प्रति क्विंटल,
धन्यवाद.....
",2025-05-04T17:51:25.43,2025,5,MAHARASHTRA,NANDED,HIMAYATNAGAR,HORTICULTURE,Condiments and Spices,Turmeric,Market Information,Nanded Market Committee Market Price of Turmeric,"हळदीचे नांदेड बाजार समिती बाजार भाव = कमीत कमी 12500 रुपये प्रति क्विंटल, जास्तीत जास्त -14295 रुपये प्रति क्विंटल, सरासरी - 13500 रुपये प्रति क्विंटल, धन्यवाद.....",2025-05-04T17:51:25.43,"MAHARASHTRA NANDED HIMAYATNAGAR HORTICULTURE Condiments and Spices Turmeric Market Information Nanded Market Committee Market Price of Turmeric हळदीचे नांदेड बाजार समिती बाजार भाव = कमीत कमी 12500 रुपये प्रति क्विंटल, जास्तीत जास्त -14295 रुपये प्रति क्विंटल, सरासरी - 13500 रुपये प्रति क्विंटल, धन्यवाद..... 2025-05-04T17:51:25.43",en,Doc,['MAHARASHTRA']
MAHARASHTRA,NANDED,MAHUR,,AGRICULTURE,Others,Others,Government Schemes,Farmer know about his registration number ?,आपला प्रधानमंत्री किसान सन्मान निधीचा रजिस्ट्रेशन नंबर MH264861162 हा आहे धन्यवाद,2025-05-04T21:03:48.037,2025,5,MAHARASHTRA,NANDED,MAHUR,AGRICULTURE,Others,Others,Government Schemes,Farmer know about his registration number ?,आपला प्रधानमंत्री किसान सन्मान निधीचा रजिस्ट्रेशन नंबर MH264861162 हा आहे धन्यवाद,2025-05-04T21:03:48.037,MAHARASHTRA NANDED MAHUR AGRICULTURE Others Others Government Schemes Farmer know about his registration number ? आपला प्रधानमंत्री किसान सन्मान निधीचा रजिस्ट्रेशन नंबर MH264861162 हा आहे धन्यवाद 2025-05-04T21:03:48.037,en,Doc,['MAHARASHTRA']
